train_id,timeframe,current_time,number_of_passengers,route_name,status,current_station,previous_station,next_station,longitude,latitude,longitude_interpolated,latitude_interpolated,speed,speed_x,speed_y,yaw,yaw_change_rate,speed_interpolated,speed_x_interpolated,speed_y_interpolated,yaw_interpolated,yaw_change_rate_interpolated
b1_0,2029-02-01 16:05:30,2029-02-01 16:05:30,50,b1,on_track,,31,32,-21.83897538123882,64.1272474723285,-21.83897538123882,64.1272474723285,6.576617958800425,6.576617958800425,6.576617958800425,0.8829412027297522,9.284425080598642e-14,6.576617958800425,6.576617958800425,6.576617958800425,0.8829412027297522,9.284425080598642e-14
b1_0,2029-02-01 16:06:00,2029-02-01 16:06:00,50,b1,on_track,,31,32,-21.837846607130082,64.12726486837543,-21.837846607130082,64.12726486837543,6.174206747434923,6.174206747434923,6.174206747434923,0.8829412025927627,4.566421315151577e-12,2.19433595384365,2.19433595384365,2.19433595384365,0.8829412015529171,3.922764335584361e-11
b1_0,2029-02-01 16:06:30,2029-02-01 16:06:30,0,b1,at_station,32,32,33,-21.8367869,64.1272812,-21.83746998336103,64.12727067269421,0.0,0.0,0.0,0.0,0.029431373419759172,2.194335496086327,2.194335496086327,2.194335496086327,0.8829412037059738,7.17686058730275e-11
b1_0,2029-02-01 16:07:00,2029-02-01 16:07:00,0,b1,at_station,32,32,33,-21.8367869,64.1272812,-21.83709335959197,64.127276477013,0.6226923499641188,0.6226923499641188,0.6226923499641188,33.89985860729581,1.1299952869098604,2.20273270763603,2.20273270763603,2.20273270763603,6.857759758507707,0.19916061849339145
b1_0,2029-02-01 16:07:30,2029-02-01 16:07:30,50,b1,on_track,,32,33,-21.836728655858842,64.12732033822996,-21.836728655858842,64.12732033822996,10.176736692343596,10.176736692343596,10.176736692343596,33.89985860806394,2.5604170635536624e-11,10.176736692343596,10.176736692343596,10.176736692343596,33.89985860806394,0.9014032949852075
b1_0,2029-02-01 16:08:00,2029-02-01 16:08:00,50,b1,on_track,,32,33,-21.835776761338398,64.12795998139242,-21.835776761338398,64.12795998139242,10.478947352654004,10.478947352654004,10.478947352654004,35.92255394965248,0.06742317805295102,10.478947352654004,10.478947352654004,10.478947352654004,35.92255394965248,0.06742317805295102
b1_0,2029-02-01 16:08:30,2029-02-01 16:08:30,50,b1,on_track,,32,33,-21.83484819283199,64.12863271010644,-21.83484819283199,64.12863271010644,10.738491231022044,10.738491231022044,10.738491231022044,37.653218105646424,0.057688805199797834,10.738491231022044,10.738491231022044,10.738491231022044,37.653218105646424,0.057688805199797834
b1_0,2029-02-01 16:09:00,2029-02-01 16:09:00,50,b1,on_track,,32,33,-21.833940294213356,64.12933323053134,-21.833940294213356,64.12933323053134,10.934542824468721,10.934542824468721,10.934542824468721,38.96904609507548,0.04386093298096891,10.934542824468721,10.934542824468721,10.934542824468721,38.96904609507548,0.04386093298096891
b1_0,2029-02-01 16:09:30,2029-02-01 16:09:30,50,b1,on_track,,32,33,-21.83304866286592,64.13005446213108,-21.83304866286592,64.13005446213108,10.982432404220994,10.982432404220994,10.982432404220994,39.30376932876062,0.011157441122837971,10.982432404220994,10.982432404220994,10.982432404220994,39.30376932876062,0.011157441122837971
b1_0,2029-02-01 16:10:00,2029-02-01 16:10:00,50,b1,on_track,,32,33,-21.83216138310084,64.13078078968555,-21.83216138310084,64.13078078968555,10.111447303608356,10.111447303608356,10.111447303608356,33.51919248612426,0.19281922808787896,10.111447303608356,10.111447303608356,10.111447303608356,33.51919248612426,0.19281922808787896
b1_0,2029-02-01 16:10:30,2029-02-01 16:10:30,50,b1,on_track,,32,33,-21.831205978661878,64.1314136184291,-21.831205978661878,64.1314136184291,8.605995314852374,8.605995314852374,8.605995314852374,23.583537693522086,0.3311884930867393,8.605995314852374,8.605995314852374,8.605995314852374,23.583537693522086,0.3311884930867393
b1_0,2029-02-01 16:11:00,2029-02-01 16:11:00,50,b1,on_track,,32,33,-21.8301609956788,64.13186980275893,-21.8301609956788,64.13186980275893,7.054777066414641,7.054777066414641,7.054777066414641,9.763081040999367,0.4606818884174241,7.054777066414641,7.054777066414641,7.054777066414641,9.763081040999367,0.4606818884174241
b1_0,2029-02-01 16:11:30,2029-02-01 16:11:30,50,b1,on_track,,32,33,-21.829033692175578,64.13206377390946,-21.829033692175578,64.13206377390946,6.672199607703609,6.672199607703609,-6.672199607703609,-0.9127603658631539,0.355861380228751,6.672199607703609,6.672199607703609,-6.672199607703609,-0.9127603658631539,0.355861380228751
b1_0,2029-02-01 16:12:00,2029-02-01 16:12:00,50,b1,on_track,,32,33,-21.827888364442803,64.13204552652344,-21.827888364442803,64.13204552652344,6.784248347435539,6.784248347435539,-6.784248347435539,-5.015887321539705,0.13677089852255145,6.784248347435539,6.784248347435539,-6.784248347435539,-5.015887321539705,0.13677089852255145
b1_0,2029-02-01 16:12:30,2029-02-01 16:12:30,50,b1,on_track,,32,33,-21.826745915749818,64.13194525599653,-21.826745915749818,64.13194525599653,6.722953625678071,6.722953625678071,-6.722953625678071,-3.321041709527511,0.05649485373373959,6.722953625678071,6.722953625678071,-6.722953625678071,-3.321041709527511,0.05649485373373959
b1_0,2029-02-01 16:13:00,2029-02-01 16:13:00,50,b1,on_track,,32,33,-21.82560119267455,64.13187882987644,-21.82560119267455,64.13187882987644,6.689181666506503,6.689181666506503,-6.689181666506503,-1.7110572546947584,0.05366614849442518,6.689181666506503,6.689181666506503,-6.689181666506503,-1.7110572546947584,0.05366614849442518
b1_0,2029-02-01 16:13:30,2029-02-01 16:13:30,50,b1,on_track,,32,33,-21.824454876241635,64.13184458658037,-21.824454876241635,64.13184458658037,7.1375573551070355,7.1375573551070355,-7.1375573551070355,-18.75134264750483,0.5680095130936688,7.1375573551070355,7.1375573551070355,-7.1375573551070355,-18.75134264750483,0.5680095130936688
b1_0,2029-02-01 16:14:00,2029-02-01 16:14:00,50,b1,on_track,,32,33,-21.823487265360857,64.13151610165836,-21.823487265360857,64.13151610165836,7.410523431691657,7.410523431691657,-7.410523431691657,-13.532266014846327,0.17396922108861665,7.410523431691657,7.410523431691657,-7.410523431691657,-13.532266014846327,0.17396922108861665
b1_0,2029-02-01 16:14:30,2029-02-01 16:14:30,50,b1,on_track,,32,33,-21.822372705825217,64.13124785565903,-21.822372705825217,64.13124785565903,7.910216099518335,7.910216099518335,-7.910216099518335,-17.979316484396634,0.14823501565167685,7.910216099518335,7.910216099518335,-7.910216099518335,-17.979316484396634,0.14823501565167685
b1_0,2029-02-01 16:15:00,2029-02-01 16:15:00,50,b1,on_track,,32,33,-21.821282499719192,64.13089406127983,-21.821282499719192,64.13089406127983,9.389123580748384,9.389123580748384,-9.389123580748384,-52.81262430262689,1.161110260607675,9.389123580748384,9.389123580748384,-9.389123580748384,-52.81262430262689,1.161110260607675
b1_0,2029-02-01 16:15:30,2029-02-01 16:15:30,50,b1,on_track,,32,33,-21.82077568942348,64.13022605779585,-21.82077568942348,64.13022605779585,14.82470708140384,-14.82470708140384,-14.82470708140384,-98.00102064402711,1.506279878046674,14.82470708140384,-14.82470708140384,-14.82470708140384,-98.00102064402711,1.506279878046674
b1_0,2029-02-01 16:16:00,2029-02-01 16:16:00,50,b1,on_track,,32,33,-21.820931559697236,64.12911712650339,-21.820931559697236,64.12911712650339,1.597602581216425,1.597602581216425,-1.597602581216425,-89.01441773180343,0.2995534304074558,2.0322342383387686,2.0322342383387686,-2.0322342383387686,-21.553283972787547,2.548257889041319
b1_0,2029-02-01 16:16:30,2029-02-01 16:16:30,0,b1,at_station,33,33,34,-21.8209295,64.1289974,-21.820672790857223,64.12901491665397,0.0,0.0,0.0,0.0,2.96714725772678,2.216838780699301,2.216838780699301,2.216838780699301,3.9035501901888745,0.8485611387658802
b1_0,2029-02-01 16:17:00,2029-02-01 16:17:00,0,b1,at_station,33,33,34,-21.8209295,64.1289974,-21.82029661529463,64.12904058514826,5.946488385158751,5.946488385158751,5.946488385158751,3.9035501888455384,0.13011833962818475,2.216836781638348,2.216836781638348,2.216836781638348,3.9035501879976806,7.304000367488092e-11
b1_0,2029-02-01 16:17:30,2029-02-01 16:17:30,50,b1,on_track,,33,34,-21.819920439732034,64.12906625364253,-21.819920439732034,64.12906625364253,6.621668507788035,6.621668507788035,6.621668507788035,3.2962570777530904,0.020243103703081525,6.621668507788035,6.621668507788035,6.621668507788035,3.2962570777530904,0.020243103674819924
b1_0,2029-02-01 16:18:00,2029-02-01 16:18:00,50,b1,on_track,,33,34,-21.818792928722637,64.12913119161755,-21.818792928722637,64.12913119161755,6.585162112803596,6.585162112803596,6.585162112803596,1.5791720315176159,0.05723616820784893,6.585162112803596,6.585162112803596,6.585162112803596,1.5791720315176159,0.05723616820784893
b1_0,2029-02-01 16:18:30,2029-02-01 16:18:30,50,b1,on_track,,33,34,-21.817664157243513,64.12916231041665,-21.817664157243513,64.12916231041665,6.587964674033569,6.587964674033569,-6.587964674033569,-1.8487290704591919,0.11426337006589335,6.587964674033569,6.587964674033569,-6.587964674033569,-1.8487290704591919,0.11426337006589335
b1_0,2029-02-01 16:19:00,2029-02-01 16:19:00,50,b1,on_track,,33,34,-21.8165357369528,64.1291258877047,-21.8165357369528,64.1291258877047,6.639314807055484,6.639314807055484,-6.639314807055484,-3.898089884286016,0.06831202712756124,6.639314807055484,6.639314807055484,-6.639314807055484,-3.898089884286016,0.06831202712756124
b1_0,2029-02-01 16:19:30,2029-02-01 16:19:30,50,b1,on_track,,33,34,-21.8154090709789,64.12904911705927,-21.8154090709789,64.12904911705927,6.735347866201246,6.735347866201246,-6.735347866201246,-6.1728170881631215,0.07582424012923639,6.735347866201246,6.735347866201246,-6.735347866201246,-6.1728170881631215,0.07582424012923639
b1_0,2029-02-01 16:20:00,2029-02-01 16:20:00,50,b1,on_track,,33,34,-21.814286238016443,64.1289276773311,-21.814286238016443,64.1289276773311,6.735455040730133,6.735455040730133,-6.735455040730133,-6.174376527533035,5.1981312330440234e-05,6.735455040730133,6.735455040730133,-6.735455040730133,-6.174376527533035,5.1981312330440234e-05
b1_0,2029-02-01 16:20:30,2029-02-01 16:20:30,50,b1,on_track,,33,34,-21.813163408359355,64.12880620704242,-21.813163408359355,64.12880620704242,6.7707281412760105,6.7707281412760105,-6.7707281412760105,-6.851847155350819,0.022582354260593244,6.7707281412760105,6.7707281412760105,-6.7707281412760105,-6.851847155350819,0.022582354260593244
b1_0,2029-02-01 16:21:00,2029-02-01 16:21:00,50,b1,on_track,,33,34,-21.812042264381837,64.12867148965309,-21.812042264381837,64.12867148965309,0.13619728933323785,0.13619728933323785,-0.13619728933323785,-8.733815173300016,0.06273226726497304,4.622875892800782,-4.622875892800782,4.622875892800782,101.45488832637132,3.610224516057406
b1_0,2029-02-01 16:21:30,2029-02-01 16:21:30,0,b1,at_station,34,34,66,-21.8120202,64.1286681,-21.81211219447155,64.12901659763031,0.0,0.0,0.0,0.0,0.2911271724433334,4.970792245870566,-4.970792245870566,4.970792245870566,104.78730927270995,0.11108069821128766
b1_0,2029-02-01 16:22:00,2029-02-01 16:22:00,0,b1,at_station,34,34,66,-21.8120202,64.1286681,-21.812209886537474,64.12938667914611,14.622470234249754,-14.622470234249754,14.622470234249754,104.78730927302158,3.4929103091007203,4.970791378794684,-4.970791378794684,4.970791378794684,104.78730927325289,1.8097997174966925e-11
b1_0,2029-02-01 16:22:30,2029-02-01 16:22:30,50,b1,on_track,,34,66,-21.8123075786034,64.12975676066189,-21.8123075786034,64.12975676066189,12.085507935997144,-12.085507935997144,12.085507935997144,133.85970206018075,0.9690797595719725,12.085507935997144,-12.085507935997144,12.085507935997144,133.85970206018075,0.9690797595642626
b1_0,2029-02-01 16:23:00,2029-02-01 16:23:00,50,b1,on_track,,34,66,-21.813110252087554,64.13059203684887,-21.813110252087554,64.13059203684887,12.329216293486862,-12.329216293486862,12.329216293486862,131.8890054410224,0.06568988730527868,12.329216293486862,-12.329216293486862,12.329216293486862,131.8890054410224,0.06568988730527868
b1_0,2029-02-01 16:23:30,2029-02-01 16:23:30,50,b1,on_track,,34,66,-21.813881996186943,64.13145249181659,-21.813881996186943,64.13145249181659,14.975091445874199,-14.975091445874199,14.975091445874199,97.02879932543996,1.1620068705194142,14.975091445874199,-14.975091445874199,14.975091445874199,97.02879932543996,1.1620068705194142
b1_0,2029-02-01 16:24:00,2029-02-01 16:24:00,50,b1,on_track,,34,66,-21.81402016836814,64.13257315680995,-21.81402016836814,64.13257315680995,14.52791582536937,14.52791582536937,14.52791582536937,68.53816159109087,0.9496879244783031,14.52791582536937,14.52791582536937,14.52791582536937,68.53816159109087,0.9496879244783031
b1_0,2029-02-01 16:24:30,2029-02-01 16:24:30,50,b1,on_track,,34,66,-21.813598287719554,64.13364625868212,-21.813598287719554,64.13364625868212,13.19015800829505,13.19015800829505,13.19015800829505,54.58140220485447,0.46522531287454666,13.19015800829505,13.19015800829505,13.19015800829505,54.58140220485447,0.46522531287454666
b1_0,2029-02-01 16:25:00,2029-02-01 16:25:00,50,b1,on_track,,34,66,-21.8129268742768,64.13459038001659,-21.8129268742768,64.13459038001659,11.538268727871856,11.538268727871856,11.538268727871856,42.38059805507273,0.40669347165939107,11.538268727871856,11.538268727871856,11.538268727871856,42.38059805507273,0.40669347165939107
b1_0,2029-02-01 16:25:30,2029-02-01 16:25:30,50,b1,on_track,,34,66,-21.81207192444341,64.13537052575539,-21.81207192444341,64.13537052575539,10.149603199746252,10.149603199746252,10.149603199746252,33.02591975029156,0.31182261015937246,10.149603199746252,10.149603199746252,10.149603199746252,33.02591975029156,0.31182261015937246
b1_0,2029-02-01 16:26:00,2029-02-01 16:26:00,50,b1,on_track,,34,66,-21.81110030171406,64.13600213003525,-21.81110030171406,64.13600213003525,9.23352610435092,9.23352610435092,9.23352610435092,26.845860390290248,0.2060019786667103,9.23352610435092,9.23352610435092,9.23352610435092,26.845860390290248,0.2060019786667103
b1_0,2029-02-01 16:26:30,2029-02-01 16:26:30,50,b1,on_track,,34,66,-21.810064679309168,64.13652630141483,-21.810064679309168,64.13652630141483,8.245844361050922,8.245844361050922,8.245844361050922,20.385548532703165,0.21534372858623574,8.245844361050922,8.245844361050922,8.245844361050922,20.385548532703165,0.21534372858623574
b1_0,2029-02-01 16:27:00,2029-02-01 16:27:00,50,b1,on_track,,34,66,-21.808986287462844,64.13692704215913,-21.808986287462844,64.13692704215913,7.4748035260624635,7.4748035260624635,-7.4748035260624635,-13.500435799959128,1.1295328110887435,7.4748035260624635,7.4748035260624635,-7.4748035260624635,-13.500435799959128,1.1295328110887435
b1_0,2029-02-01 16:27:30,2029-02-01 16:27:30,50,b1,on_track,,34,66,-21.807861251751568,64.13665693593123,-21.807861251751568,64.13665693593123,7.213935588332992,7.213935588332992,-7.213935588332992,-10.467449099442966,0.10109955668387254,7.213935588332992,7.213935588332992,-7.213935588332992,-10.467449099442966,0.10109955668387254
b1_0,2029-02-01 16:28:00,2029-02-01 16:28:00,50,b1,on_track,,34,66,-21.806720036179474,64.13644609467545,-21.806720036179474,64.13644609467545,7.093438785052117,7.093438785052117,-7.093438785052117,-8.920213579096357,0.051574517344887265,7.093438785052117,7.093438785052117,-7.093438785052117,-8.920213579096357,0.051574517344887265
b1_0,2029-02-01 16:28:30,2029-02-01 16:28:30,50,b1,on_track,,34,66,-21.805573364548497,64.13626611620856,-21.805573364548497,64.13626611620856,3.529581933541349,3.529581933541349,-3.529581933541349,-8.491894818486863,0.01427729202031666,2.3250647878117903,2.3250647878117903,-2.3250647878117903,-8.491894817772307,0.014277292044135
b1_0,2029-02-01 16:29:00,2029-02-01 16:29:00,0,b1,at_station,66,66,35,-21.804999665692335,64.13618045930761,-21.805195447938917,64.13620969084664,0.0,0.0,0.0,0.0,0.2830631606162285,2.3278737271147536,2.3278737271147536,-2.3278737271147536,-8.612912570942681,0.0040339251056792595
b1_0,2029-02-01 16:29:30,2029-02-01 16:29:30,0,b1,at_station,66,66,35,-21.804999665692335,64.13618045930761,-21.804817652257388,64.1361524675287,3.454324593607769,3.454324593607769,-3.454324593607769,-8.742998567924857,0.2914332855974957,2.3309435887193417,2.3309435887193417,-2.3309435887193417,-8.742998568649687,0.004336199923566634
b1_0,2029-02-01 16:30:00,2029-02-01 16:30:00,50,b1,on_track,,66,35,-21.804439986565413,64.13609438646147,-21.804439986565413,64.13609438646147,6.920315961285179,6.920315961285179,-6.920315961285179,-8.960780923534388,0.007259411853650969,6.920315961285179,6.920315961285179,-6.920315961285179,-8.960780923534388,0.007259411829489674
b1_0,2029-02-01 16:30:30,2029-02-01 16:30:30,50,b1,on_track,,66,35,-21.80332190674477,64.13591808445653,-21.80332190674477,64.13591808445653,7.025394039210141,7.025394039210141,-7.025394039210141,-10.343614422507828,0.04609444996578134,7.025394039210141,7.025394039210141,-7.025394039210141,-10.343614422507828,0.04609444996578134
b1_0,2029-02-01 16:31:00,2029-02-01 16:31:00,50,b1,on_track,,66,35,-21.802208505439246,64.13571486949624,-21.802208505439246,64.13571486949624,7.207635443174428,7.207635443174428,-7.207635443174428,-12.419546144236083,0.0691977240576089,7.207635443174428,7.207635443174428,-7.207635443174428,-12.419546144236083,0.0691977240576089
b1_0,2029-02-01 16:31:30,2029-02-01 16:31:30,50,b1,on_track,,66,35,-21.801103143802415,64.13547144463223,-21.801103143802415,64.13547144463223,7.256855476889727,7.256855476889727,-7.256855476889727,-12.930269549864752,0.017024113520956046,7.256855476889727,7.256855476889727,-7.256855476889727,-12.930269549864752,0.017024113520956046
b1_0,2029-02-01 16:32:00,2029-02-01 16:32:00,50,b1,on_track,,66,35,-21.79999992896198,64.13521816122507,-21.79999992896198,64.13521816122507,7.245844557598449,7.245844557598449,-7.245844557598449,-12.815812117069648,0.0038152477598364007,7.245844557598449,7.245844557598449,-7.245844557598449,-12.815812117069648,0.0038152477598364007
b1_0,2029-02-01 16:32:30,2029-02-01 16:32:30,50,b1,on_track,,66,35,-21.7988962120257,64.1349670825503,-21.7988962120257,64.1349670825503,7.240636871869224,7.240636871869224,-7.240636871869224,-12.761038794158653,0.0018257774303663155,7.240636871869224,7.240636871869224,-7.240636871869224,-12.761038794158653,0.0018257774303663155
b1_0,2029-02-01 16:33:00,2029-02-01 16:33:00,50,b1,on_track,,66,35,-21.79779225510514,64.13471705901068,-21.79779225510514,64.13471705901068,6.785412923480692,6.785412923480692,-6.785412923480692,-12.973106092845248,0.007068909956220182,2.4221523089873336,2.4221523089873336,-2.4221523089873336,-12.973106091929642,0.007068909925700003
b1_0,2029-02-01 16:33:30,2029-02-01 16:33:30,0,b1,at_station,35,35,68,-21.7967615,64.1344796,-21.79742431121555,64.1346322943643,0.0,0.0,0.0,0.0,0.4324368697615085,2.4221580885136604,2.4221580885136604,-2.4221580885136604,-12.973106094031017,7.004625028154502e-11
b1_0,2029-02-01 16:34:00,2029-02-01 16:34:00,0,b1,at_station,35,35,68,-21.7967615,64.1344796,-21.79705636732596,64.13454752971789,0.4628566436902576,0.4628566436902576,-0.4628566436902576,-9.839193178116634,0.327973105937221,2.4018024083093485,2.4018024083093485,-2.4018024083093485,-12.350836169633572,0.020742330813248108
b1_0,2029-02-01 16:34:30,2029-02-01 16:34:30,50,b1,on_track,,35,68,-21.796687612360685,64.13446678533163,-21.796687612360685,64.13446678533163,6.705228563907028,6.705228563907028,-6.705228563907028,-3.689548448159525,0.20498815766523723,6.705228563907028,6.705228563907028,-6.705228563907028,-3.689548448159525,0.28870959071580177
b1_0,2029-02-01 16:35:00,2029-02-01 16:35:00,50,b1,on_track,,35,68,-21.795548129758814,64.13439330702154,-21.795548129758814,64.13439330702154,6.965290819543399,6.965290819543399,6.965290819543399,8.728559124206788,0.4139369190788775,6.965290819543399,6.965290819543399,6.965290819543399,8.728559124206788,0.4139369190788775
b1_0,2029-02-01 16:35:30,2029-02-01 16:35:30,50,b1,on_track,,35,68,-21.794419445055215,64.13456659586244,-21.794419445055215,64.13456659586244,9.372619106230493,9.372619106230493,9.372619106230493,29.758551463622297,0.7009997446471838,9.372619106230493,9.372619106230493,9.372619106230493,29.758551463622297,0.7009997446471838
b1_0,2029-02-01 16:36:00,2029-02-01 16:36:00,50,b1,on_track,,35,68,-21.79344274535241,64.1351250191422,-21.79344274535241,64.1351250191422,14.104182457098291,14.104182457098291,14.104182457098291,64.98815526447049,1.17432012669494,14.104182457098291,14.104182457098291,14.104182457098291,64.98815526447049,1.17432012669494
b1_0,2029-02-01 16:36:30,2029-02-01 16:36:30,50,b1,on_track,,35,68,-21.792959492438804,64.13616079926143,-21.792959492438804,64.13616079926143,12.313594245034384,12.313594245034384,12.313594245034384,49.93545327091442,0.5017567331185356,12.313594245034384,12.313594245034384,12.313594245034384,49.93545327091442,0.5017567331185356
b1_0,2029-02-01 16:37:00,2029-02-01 16:37:00,50,b1,on_track,,35,68,-21.792230866693284,64.1370271576252,-21.792230866693284,64.1370271576252,9.643021875408492,9.643021875408492,9.643021875408492,30.60046236948587,0.6444996967142846,9.643021875408492,9.643021875408492,9.643021875408492,30.60046236948587,0.6444996967142846
b1_0,2029-02-01 16:37:30,2029-02-01 16:37:30,50,b1,on_track,,35,68,-21.791247466465336,64.13760874961034,-21.791247466465336,64.13760874961034,9.284333693045904,9.284333693045904,9.284333693045904,28.117634077344643,0.08276094307137404,9.284333693045904,9.284333693045904,9.284333693045904,28.117634077344643,0.08276094307137404
b1_0,2029-02-01 16:38:00,2029-02-01 16:38:00,50,b1,on_track,,35,68,-21.79023874474271,64.13814775588465,-21.79023874474271,64.13814775588465,11.899735220491413,11.899735220491413,11.899735220491413,47.2796237258044,0.6387329882819918,11.899735220491413,11.899735220491413,11.899735220491413,47.2796237258044,0.6387329882819918
b1_0,2029-02-01 16:38:30,2029-02-01 16:38:30,50,b1,on_track,,35,68,-21.789474861408284,64.13897497785516,-21.789474861408284,64.13897497785516,12.218885219645433,12.218885219645433,12.218885219645433,54.88946287609288,0.253661305009616,12.218885219645433,12.218885219645433,12.218885219645433,54.88946287609288,0.253661305009616
b1_0,2029-02-01 16:39:00,2029-02-01 16:39:00,50,b1,on_track,,35,68,-21.788859322168566,64.13985045931034,-21.788859322168566,64.13985045931034,6.470057623110598,-6.470057623110598,6.470057623110598,176.25816727013216,4.04562347980131,6.470057623110598,-6.470057623110598,6.470057623110598,176.25816727013216,4.04562347980131
b1_0,2029-02-01 16:39:30,2029-02-01 16:39:30,50,b1,on_track,,35,68,-21.789958714862177,64.13992235992895,-21.789958714862177,64.13992235992895,6.7770256002997735,-6.7770256002997735,6.7770256002997735,174.7727758968288,0.04951304577677907,6.7770256002997735,-6.7770256002997735,6.7770256002997735,174.7727758968288,0.04951304577677907
b1_0,2029-02-01 16:40:00,2029-02-01 16:40:00,50,b1,on_track,,35,68,-21.79109834544115,64.14002662044058,-21.79109834544115,64.14002662044058,6.799105310590401,-6.799105310590401,6.799105310590401,174.31201981719846,0.015358535987677632,6.799105310590401,-6.799105310590401,6.799105310590401,174.31201981719846,0.015358535987677632
b1_0,2029-02-01 16:40:30,2029-02-01 16:40:30,50,b1,on_track,,35,68,-21.792237255843514,64.14014005750941,-21.792237255843514,64.14014005750941,6.80265217064995,-6.80265217064995,6.80265217064995,174.2380752176197,0.002464819985958873,6.80265217064995,-6.80265217064995,6.80265217064995,174.2380752176197,0.002464819985958873
b1_0,2029-02-01 16:41:00,2029-02-01 16:41:00,50,b1,on_track,,35,68,-21.79337602158844,64.14025496460609,-21.79337602158844,64.14025496460609,6.800458716270078,-6.800458716270078,6.800458716270078,174.28277859618206,0.0014901126187453428,6.800458716270078,-6.800458716270078,6.800458716270078,174.28277859618206,0.0014901126187453428
b1_0,2029-02-01 16:41:30,2029-02-01 16:41:30,50,b1,on_track,,35,68,-21.794514874794398,64.14036898299402,-21.794514874794398,64.14036898299402,6.800298209808732,-6.800298209808732,6.800298209808732,174.28122459491294,5.1800042303777145e-05,6.800298209808732,-6.800298209808732,6.800298209808732,174.28122459491294,5.1800042303777145e-05
b1_0,2029-02-01 16:42:00,2029-02-01 16:42:00,50,b1,on_track,,35,68,-21.79565368996474,64.14048302877107,-21.79565368996474,64.14048302877107,5.362811280438716,-5.362811280438716,5.362811280438716,108.6162598603216,2.188832157819711,5.362811280438716,-5.362811280438716,5.362811280438716,108.6162598603216,2.188832157819711
